t_s,T_in_C,RH_in_pct,T_out_C,RH_out_pct,M1_open,M2_open,M3_open
66840,17.66,76.7,17.51,71.4,1,1,0
66900,17.58,77.1,17.43,71.7,1,1,0
66960,17.50,77.5,17.36,72.1,1,1,0
67020,17.43,77.9,17.29,72.5,1,1,0
67080,17.35,78.3,17.21,72.8,1,1,0
67140,17.28,78.7,17.14,73.2,1,1,0
67200,17.20,79.1,17.07,73.6,1,1,0
67260,17.12,79.5,17.00,73.9,1,1,0
67320,17.05,79.9,16.92,74.3,1,1,0
67380,16.97,80.3,16.85,74.7,1,1,0
67440,16.89,80.7,16.78,75.0,1,1,0
67500,16.82,81.1,16.70,75.4,1,1,0
67560,16.66,77.5,16.63,75.8,1,1,1
67620,16.59,77.8,16.56,76.1,1,1,1
67680,16.52,78.2,16.48,76.5,1,1,1
67740,16.44,78.6,16.41,76.8,1,1,1
67800,16.37,79.0,16.34,77.2,1,1,1
67860,16.29,79.3,16.26,77.6,1,1,1
67920,16.22,79.7,16.19,77.9,1,1,1
67980,16.15,80.1,16.12,78.3,1,1,1
68040,16.07,80.5,16.05,78.7,1,1,1
68100,16.00,80.9,15.97,79.0,1,1,1
68160,15.92,81.2,15.90,79.4,1,1,1
68220,15.85,81.6,15.83,79.8,1,1,1
68280,15.78,82.0,15.75,80.1,1,1,1
68340,15.70,82.4,15.68,80.5,1,1,1
68400,15.63,82.7,15.61,80.9,1,1,1
68460,15.58,82.9,15.56,81.0,1,1,1
68520,15.54,83.1,15.52,81.2,1,1,1
68580,15.49,83.2,15.47,81.3,1,1,1
68640,15.45,83.4,15.43,81.5,1,1,1
68700,15.41,83.5,15.39,81.6,1,1,1
68760,15.36,83.7,15.34,81.8,1,1,1
68820,15.32,83.9,15.30,81.9,1,1,1
68880,15.27,84.0,15.26,82.1,1,1,1
68940,15.23,84.2,15.21,82.2,1,1,1
69000,15.18,84.3,15.17,82.4,1,1,1
69060,15.14,84.5,15.13,82.5,1,1,1
69120,15.10,84.6,15.08,82.7,1,1,1
69180,15.05,84.8,15.04,82.8,1,1,1
69240,15.01,85.0,15.00,82.9,1,1,1
69300,14.96,85.1,14.95,83.1,1,1,1
69360,14.92,85.3,14.91,83.2,1,1,1
69420,14.88,85.4,14.86,83.4,1,1,1
69480,14.83,85.6,14.82,83.5,1,1,1
69540,14.79,85.7,14.78,83.7,1,1,1
69600,14.74,85.9,14.73,83.8,1,1,1
69660,14.70,86.0,14.69,84.0,1,1,1
69720,14.66,86.2,14.65,84.1,1,1,1
69780,14.61,86.4,14.60,84.3,1,1,1
69840,14.57,86.5,14.56,84.4,1,1,1
69900,14.52,86.7,14.52,84.6,1,1,1
69960,14.48,86.8,14.47,84.7,1,1,1
70020,14.44,87.0,14.43,84.9,1,1,1
70080,14.39,87.1,14.39,85.0,1,1,1
70140,14.35,87.3,14.34,85.2,1,1,1
70200,14.30,87.4,14.30,85.3,1,1,1
70260,14.26,87.5,14.26,85.3,1,1,1
70320,14.22,87.5,14.21,85.3,1,1,1
70380,14.17,87.5,14.17,85.4,1,1,1
70440,14.13,87.5,14.13,85.4,1,1,1
70500,14.09,87.6,14.08,85.4,1,1,1
70560,14.04,87.6,14.04,85.4,1,1,1
70620,14.00,87.6,14.00,85.4,1,1,1
70680,13.96,87.6,13.95,85.4,1,1,1
70740,13.91,87.7,13.91,85.5,1,1,1
70800,13.87,87.7,13.87,85.5,1,1,1
70860,13.82,87.7,13.82,85.5,1,1,1
70920,13.78,87.7,13.78,85.5,1,1,1
70980,13.74,87.8,13.74,85.5,1,1,1
71040,13.69,87.8,13.69,85.5,1,1,1
71100,13.65,87.8,13.65,85.6,1,1,1
71160,13.61,87.8,13.61,85.6,1,1,1
71220,13.56,87.9,13.56,85.6,1,1,1
71280,13.52,87.9,13.52,85.6,1,1,1
71340,13.48,87.9,13.48,85.6,1,1,1
71400,13.43,87.9,13.43,85.6,1,1,1
71460,13.39,88.0,13.39,85.7,1,1,1
71520,13.35,88.0,13.35,85.7,1,1,1
71580,13.30,88.0,13.30,85.7,1,1,1
71640,13.26,88.0,13.26,85.7,1,1,1
71700,13.22,88.1,13.22,85.7,1,1,1
71760,13.17,88.1,13.17,85.7,1,1,1
71820,13.13,88.1,13.13,85.8,1,1,1
71880,13.09,88.1,13.09,85.8,1,1,1
71940,13.04,88.1,13.04,85.8,1,1,1
72000,13.00,88.2,13.00,85.8,1,1,1
72060,12.98,88.2,12.98,85.8,1,1,1
72120,12.96,88.3,12.96,85.9,1,1,1
72180,12.94,94.1,12.94,85.9,1,1,0
72240,12.92,94.1,12.92,85.9,1,1,0
72300,12.90,94.2,12.90,86.0,1,1,0
72360,12.88,94.2,12.88,86.0,1,1,0
72420,12.86,94.3,12.86,86.1,1,1,0
72480,12.84,94.3,12.84,86.1,1,1,0
72540,12.82,94.3,12.82,86.1,1,1,0
72600,12.80,94.4,12.80,86.2,1,1,0
72660,12.78,94.4,12.78,86.2,1,1,0
72720,12.76,94.5,12.76,86.2,1,1,0
72780,12.74,94.5,12.74,86.3,1,1,0
72840,12.72,94.6,12.72,86.3,1,1,0
72900,12.70,94.6,12.70,86.4,1,1,0
72960,12.68,88.8,12.68,86.4,1,1,1
73020,12.66,88.8,12.66,86.4,1,1,1
73080,12.64,88.9,12.64,86.5,1,1,1
73140,12.62,88.9,12.62,86.5,1,1,1
73200,12.60,89.0,12.60,86.5,1,1,1
73260,12.58,89.0,12.58,86.6,1,1,1
73320,12.56,89.0,12.56,86.6,1,1,1
73380,12.54,89.1,12.54,86.6,1,1,1
73440,12.52,89.1,12.52,86.7,1,1,1
73500,12.50,89.2,12.50,86.7,1,1,1
73560,12.48,89.2,12.48,86.8,1,1,1
73620,12.46,89.2,12.46,86.8,1,1,1
73680,12.44,89.3,12.44,86.8,1,1,1
73740,12.42,95.3,12.42,86.9,1,1,0
73800,12.40,95.3,12.40,86.9,1,1,0
73860,12.37,95.4,12.37,87.0,1,1,0
73920,12.35,95.5,12.35,87.0,1,1,0
73980,12.32,95.6,12.32,87.1,1,1,0
74040,12.29,95.6,12.29,87.1,1,1,0
74100,12.27,95.7,12.27,87.2,1,1,0
74160,12.24,95.8,12.24,87.2,1,1,0
74220,12.21,95.9,12.21,87.3,1,1,0
74280,12.19,95.9,12.19,87.4,1,1,0
74340,12.16,96.0,12.16,87.4,1,1,0
74400,12.13,96.1,12.13,87.5,1,1,0
74460,12.11,96.1,12.11,87.5,1,1,0
74520,12.08,90.1,12.08,87.6,1,1,1
74580,12.05,90.2,12.05,87.6,1,1,1
74640,12.03,90.2,12.03,87.7,1,1,1
74700,12.00,90.3,12.00,87.8,1,1,1
74760,11.97,90.3,11.97,87.8,1,1,1
74820,11.95,90.4,11.95,87.9,1,1,1
74880,11.92,90.5,11.92,87.9,1,1,1
74940,11.89,90.5,11.89,88.0,1,1,1
75000,11.87,90.6,11.87,88.0,1,1,1
75060,11.84,90.7,11.84,88.1,1,1,1
75120,11.81,90.7,11.81,88.1,1,1,1
75180,11.79,90.8,11.79,88.2,1,1,1
75240,11.76,90.8,11.76,88.3,1,1,1
75300,11.73,90.9,11.73,88.3,1,1,1
75360,11.71,91.0,11.71,88.4,1,1,1
75420,11.68,91.0,11.68,88.4,1,1,1
75480,11.65,91.1,11.65,88.5,1,1,1
75540,11.63,91.1,11.63,88.5,1,1,1
75600,11.60,91.2,11.60,88.6,1,1,1
75660,11.59,91.2,11.59,88.6,1,1,1
75720,11.59,91.2,11.59,88.6,1,1,1
75780,11.58,91.3,11.58,88.7,1,1,1
75840,11.57,91.3,11.57,88.7,1,1,1
75900,11.57,91.3,11.57,88.7,1,1,1
75960,11.56,91.3,11.56,88.7,1,1,1
76020,11.55,91.4,11.55,88.7,1,1,1
76080,11.55,91.4,11.55,88.8,1,1,1
76140,11.54,91.4,11.54,88.8,1,1,1
76200,11.53,91.4,11.53,88.8,1,1,1
76260,11.53,91.4,11.53,88.8,1,1,1
76320,11.52,91.5,11.52,88.8,1,1,1
76380,11.51,91.5,11.51,88.9,1,1,1
76440,11.51,91.5,11.51,88.9,1,1,1
76500,11.50,91.5,11.50,88.9,1,1,1
76560,11.49,91.5,11.49,88.9,1,1,1
76620,11.49,91.6,11.49,88.9,1,1,1
76680,11.48,91.6,11.48,89.0,1,1,1
76740,11.47,91.6,11.47,89.0,1,1,1
76800,11.47,91.6,11.47,89.0,1,1,1
76860,11.46,91.6,11.46,89.0,1,1,1
76920,11.45,91.7,11.45,89.0,1,1,1
76980,11.45,91.7,11.45,89.1,1,1,1
77040,11.44,91.7,11.44,89.1,1,1,1
77100,11.43,91.7,11.43,89.1,1,1,1
77160,11.43,91.8,11.43,89.1,1,1,1
77220,11.42,91.8,11.42,89.1,1,1,1
77280,11.41,91.8,11.41,89.2,1,1,1
77340,11.41,91.8,11.41,89.2,1,1,1
77400,11.40,91.8,11.40,89.2,1,1,1
77460,11.40,91.9,11.40,89.2,1,1,1
77520,11.39,91.9,11.39,89.2,1,1,1
77580,11.39,91.9,11.39,89.3,1,1,1
77640,11.39,91.9,11.39,89.3,1,1,1
77700,11.38,92.0,11.38,89.3,1,1,1
77760,11.38,92.0,11.38,89.3,1,1,1
77820,11.38,92.0,11.38,89.4,1,1,1
77880,11.37,92.0,11.37,89.4,1,1,1
77940,11.37,92.1,11.37,89.4,1,1,1
78000,11.37,92.1,11.37,89.4,1,1,1
78060,11.36,92.1,11.36,89.5,1,1,1
78120,11.36,92.1,11.36,89.5,1,1,1
78180,11.36,92.1,11.36,89.5,1,1,1
78240,11.35,92.2,11.35,89.5,1,1,1
78300,11.35,92.2,11.35,89.5,1,1,1
78360,11.35,92.2,11.35,89.6,1,1,1
78420,11.34,92.2,11.34,89.6,1,1,1
78480,11.34,92.3,11.34,89.6,1,1,1
78540,11.34,92.3,11.34,89.6,1,1,1
78600,11.33,92.3,11.33,89.7,1,1,1
78660,11.33,92.3,11.33,89.7,1,1,1
78720,11.33,92.4,11.33,89.7,1,1,1
78780,11.32,92.4,11.32,89.7,1,1,1
78840,11.32,92.4,11.32,89.8,1,1,1
78900,11.32,92.4,11.32,89.8,1,1,1
78960,11.31,92.5,11.31,89.8,1,1,1
79020,11.31,92.5,11.31,89.8,1,1,1
79080,11.31,92.5,11.31,89.9,1,1,1
79140,11.30,92.5,11.30,89.9,1,1,1
79200,11.30,92.6,11.30,89.9,1,1,1
79260,11.29,92.6,11.29,89.9,1,1,1
79320,11.29,92.6,11.29,89.9,1,1,1
79380,11.28,92.6,11.28,89.9,1,1,1
79440,11.27,92.6,11.27,89.9,1,1,1
79500,11.27,92.6,11.27,89.9,1,1,1
79560,11.26,92.6,11.26,89.9,1,1,1
79620,11.25,92.6,11.25,89.9,1,1,1
79680,11.25,92.6,11.25,89.9,1,1,1
79740,11.24,92.6,11.24,89.9,1,1,1
79800,11.23,92.6,11.23,89.9,1,1,1
79860,11.23,92.6,11.23,89.9,1,1,1
79920,11.22,92.6,11.22,89.9,1,1,1
79980,11.21,92.6,11.21,89.9,1,1,1
80040,11.21,92.6,11.21,89.9,1,1,1
80100,11.20,92.6,11.20,89.9,1,1,1
80160,11.19,92.6,11.19,90.0,1,1,1
80220,11.19,92.6,11.19,90.0,1,1,1
80280,11.18,92.6,11.18,90.0,1,1,1
80340,11.17,92.6,11.17,90.0,1,1,1
80400,11.17,92.6,11.17,90.0,1,1,1
80460,11.16,92.7,11.16,90.0,1,1,1
80520,11.15,92.7,11.15,90.0,1,1,1
80580,11.15,92.7,11.15,90.0,1,1,1
80640,11.14,92.7,11.14,90.0,1,1,1
80700,11.13,92.7,11.13,90.0,1,1,1
80760,11.13,92.7,11.13,90.0,1,1,1
80820,11.12,92.7,11.12,90.0,1,1,1
80880,11.11,92.7,11.11,90.0,1,1,1
80940,11.11,92.7,11.11,90.0,1,1,1
81000,11.10,92.7,11.10,90.0,1,1,1
81060,11.10,92.7,11.10,90.0,1,1,1
81120,11.10,92.7,11.10,90.1,1,1,1
81180,11.10,92.8,11.10,90.1,1,1,1
81240,11.10,92.8,11.10,90.1,1,1,1
81300,11.10,92.8,11.10,90.1,1,1,1
81360,11.10,92.9,11.10,90.2,1,1,1
81420,11.10,92.9,11.10,90.2,1,1,1
81480,11.10,92.9,11.10,90.2,1,1,1
81540,11.10,92.9,11.10,90.2,1,1,1
81600,11.10,93.0,11.10,90.3,1,1,1
81660,11.10,93.0,11.10,90.3,1,1,1
81720,11.10,93.0,11.10,90.3,1,1,1
81780,11.10,93.0,11.10,90.3,1,1,1
81840,11.10,93.1,11.10,90.4,1,1,1
81900,11.10,93.1,11.10,90.4,1,1,1
81960,11.10,93.1,11.10,90.4,1,1,1
82020,11.10,93.1,11.10,90.5,1,1,1
82080,11.10,93.2,11.10,90.5,1,1,1
82140,11.10,93.2,11.10,90.5,1,1,1
82200,11.10,93.2,11.10,90.5,1,1,1
82260,11.10,93.3,11.10,90.6,1,1,1
82320,11.10,93.3,11.10,90.6,1,1,1
82380,11.10,93.3,11.10,90.6,1,1,1
82440,11.10,93.3,11.10,90.6,1,1,1
82500,11.10,93.4,11.10,90.7,1,1,1
82560,11.10,93.4,11.10,90.7,1,1,1
82620,11.10,93.4,11.10,90.7,1,1,1
82680,11.10,93.4,11.10,90.7,1,1,1
82740,11.10,93.5,11.10,90.8,1,1,1
82800,11.10,93.5,11.10,90.8,1,1,1
82860,11.11,93.5,11.11,90.8,1,1,1
82920,11.11,93.5,11.11,90.8,1,1,1
82980,11.12,93.5,11.12,90.8,1,1,1
83040,11.13,93.5,11.13,90.8,1,1,1
83100,11.13,93.5,11.13,90.9,1,1,1
83160,11.14,93.5,11.14,90.9,1,1,1
83220,11.15,93.6,11.15,90.9,1,1,1
83280,11.15,93.6,11.15,90.9,1,1,1
83340,11.16,93.6,11.16,90.9,1,1,1
83400,11.17,93.6,11.17,90.9,1,1,1
83460,11.17,93.6,11.17,90.9,1,1,1
83520,11.18,93.6,11.18,90.9,1,1,1
83580,11.19,93.6,11.19,90.9,1,1,1
83640,11.19,93.6,11.19,90.9,1,1,1
83700,11.20,93.6,11.20,91.0,1,1,1
83760,11.21,93.6,11.21,91.0,1,1,1
83820,11.21,93.6,11.21,91.0,1,1,1
83880,11.22,93.7,11.22,91.0,1,1,1
83940,11.23,93.7,11.23,91.0,1,1,1
84000,11.23,93.7,11.23,91.0,1,1,1
84060,11.24,93.7,11.24,91.0,1,1,1
84120,11.25,93.7,11.25,91.0,1,1,1
84180,11.25,93.7,11.25,91.0,1,1,1
84240,11.26,93.7,11.26,91.0,1,1,1
84300,11.27,93.7,11.27,91.1,1,1,1
84360,11.27,93.7,11.27,91.1,1,1,1
84420,11.28,93.7,11.28,91.1,1,1,1
84480,11.29,93.7,11.29,91.1,1,1,1
84540,11.29,93.7,11.29,91.1,1,1,1
84600,11.30,93.8,11.30,91.1,1,1,1
84660,11.28,93.7,11.28,91.1,1,1,1
84720,11.27,93.7,11.27,91.1,1,1,1
84780,11.25,93.7,11.25,91.1,1,1,1
84840,11.23,93.7,11.23,91.0,1,1,1
84900,11.22,93.7,11.22,91.0,1,1,1
84960,11.20,93.7,11.20,91.0,1,1,1
85020,11.18,93.7,11.18,91.0,1,1,1
85080,11.17,93.7,11.17,91.0,1,1,1
85140,11.15,93.7,11.15,91.0,1,1,1
85200,11.13,93.7,11.13,91.0,1,1,1
85260,11.12,93.6,11.12,91.0,1,1,1
85320,11.10,93.6,11.10,90.9,1,1,1
85380,11.08,93.6,11.08,90.9,1,1,1
85440,11.07,93.6,11.07,90.9,1,1,1
85500,11.05,93.6,11.05,90.9,1,1,1
85560,11.03,93.6,11.03,90.9,1,1,1
85620,11.02,93.6,11.02,90.9,1,1,1
85680,11.00,93.6,11.00,90.9,1,1,1
85740,10.98,93.6,10.98,90.8,1,1,1
85800,10.97,93.5,10.97,90.8,1,1,1
85860,10.95,93.5,10.95,90.8,1,1,1
85920,10.93,93.5,10.93,90.8,1,1,1
85980,10.92,93.5,10.92,90.8,1,1,1
86040,10.90,93.5,10.90,90.8,1,1,1
86100,10.88,93.5,10.88,90.8,1,1,1
86160,10.87,93.5,10.87,90.8,1,1,1
86220,10.85,93.5,10.85,90.7,1,1,1
86280,10.83,93.5,10.83,90.7,1,1,1
86340,10.82,93.5,10.82,90.7,1,1,1
